Time $t$ [s]	$T_{ref}$	$T_{all}$
1.5888	1.466531207	1.469802127
1.5889	1.466531207	1.469802127
1.589	1.466531207	1.469802127
1.5891	1.466531207	1.469720974
1.5892	1.466531207	1.469720974
1.5893	1.466531207	1.469720974
1.5894	1.466531207	1.469720974
1.5895	1.466531207	1.469720974
1.5896	1.466531207	1.469639258
1.5897	1.466531207	1.469639258
1.5898	1.466531207	1.469639258
1.5899	1.466531207	1.469639258
1.59	1.466531207	1.469639258
1.5901	1.466531207	1.469557466
1.5902	1.466531207	1.469557466
1.5903	1.466531207	1.469557466
1.5904	1.466531207	1.469557466
1.5905	1.466531207	1.469557466
1.5906	1.466531207	1.469475759
1.5907	1.466531207	1.469475759
1.5908	1.466531207	1.469475759
1.5909	1.466531207	1.469475759
1.591	1.466531207	1.469475759
1.5911	1.466531207	1.469394625
1.5912	1.466531207	1.469394625
1.5913	1.466531207	1.469394625
1.5914	1.466531207	1.469394625
1.5915	1.466531207	1.469394625
1.5916	1.466531207	1.469312926
1.5917	1.466531207	1.469312926
1.5918	1.466531207	1.469312926
1.5919	1.466531207	1.469312926
1.592	1.466531207	1.469312926
1.5921	1.466531207	1.469231233
1.5922	1.466531207	1.469231233
1.5923	1.466531207	1.469231233
1.5924	1.466531207	1.469231233
1.5925	1.466531207	1.469231233
1.5926	1.466531207	1.469148976
1.5927	1.466531207	1.469148976
1.5928	1.466531207	1.469148976
1.5929	1.466531207	1.469148976
1.593	1.466531207	1.469148976
1.5931	1.466531207	1.469066644
1.5932	1.466531207	1.469066644
1.5933	1.466531207	1.469066644
1.5934	1.466531207	1.469066644
1.5935	1.466531207	1.469066644
1.5936	1.466531207	1.468984965
1.5937	1.466531207	1.468984965
1.5938	1.466531207	1.468984965
1.5939	1.466531207	1.468984965
1.594	1.466531207	1.468984965
1.5941	1.466531207	1.468903291
1.5942	1.466531207	1.468903291
1.5943	1.466531207	1.468903291
1.5944	1.466531207	1.468903291
1.5945	1.466531207	1.468903291
1.5946	1.466531207	1.468821621
1.5947	1.466531207	1.468821621
1.5948	1.466531207	1.468821621
1.5949	1.466531207	1.468821621
1.595	1.466531207	1.468821621
1.5951	1.466531207	1.468739956
1.5952	1.466531207	1.468739956
1.5953	1.466531207	1.468739956
1.5954	1.466531207	1.468739956
1.5955	1.466531207	1.468739956
1.5956	1.466531207	1.468657727
1.5957	1.466531207	1.468657727
1.5958	1.466531207	1.468657727
1.5959	1.466531207	1.468657727
1.596	1.466531207	1.468657727
1.5961	1.466531207	1.468575503
1.5962	1.466531207	1.468575503
1.5963	1.466531207	1.468575503
1.5964	1.466531207	1.468575503
1.5965	1.466531207	1.468575503
1.5966	1.466531207	1.468493204
1.5967	1.466531207	1.468493204
1.5968	1.466531207	1.468493204
1.5969	1.466531207	1.468493204
1.597	1.466531207	1.468493204
1.5971	1.466531207	1.468411558
1.5972	1.466531207	1.468411558
1.5973	1.466531207	1.468411558
1.5974	1.466531207	1.468411558
1.5975	1.466531207	1.468411558
1.5976	1.466531207	1.468329916
1.5977	1.466531207	1.468329916
1.5978	1.466531207	1.468329916
1.5979	1.466531207	1.468329916
1.598	1.466531207	1.468329916
1.5981	1.466531207	1.468248847
1.5982	1.466531207	1.468248847
1.5983	1.466531207	1.468248847
1.5984	1.466531207	1.468248847
1.5985	1.466531207	1.468248847
1.5986	1.466531207	1.476962456
1.5987	1.466531207	1.476962456
1.5988	1.466531207	1.476962456
1.5989	1.466531207	1.476962456
1.599	1.466531207	1.476962456
1.5991	1.466531207	1.512696252
1.5992	1.466531207	1.512696252
1.5993	1.466531207	1.512696252
1.5994	1.466531207	1.512696252
1.5995	1.466531207	1.512696252
1.5996	1.466531207	1.562959674
1.5997	1.466531207	1.562959674
1.5998	1.466531207	1.562959674
1.5999	1.466531207	1.562959674
1.6	1.466531207	1.562959674
1.6001	1.466531207	1.628621353
1.6002	1.466531207	1.628621353
1.6003	1.466531207	1.628621353
1.6004	1.466531207	1.628621353
1.6005	1.466531207	1.628621353
1.6006	1.466531207	1.718183766
1.6007	1.466531207	1.718183766
1.6008	1.466531207	1.718183766
1.6009	1.466531207	1.718183766
1.601	1.466531207	1.718183766
1.6011	1.466531207	1.806478322
1.6012	1.466531207	1.806478322
1.6013	1.466531207	1.806478322
1.6014	1.466531207	1.806478322
1.6015	1.466531207	1.806478322
1.6016	1.466531207	1.890081503
1.6017	1.466531207	1.890081503
1.6018	1.466531207	1.890081503
1.6019	1.466531207	1.890081503
1.602	1.466531207	1.890081503
1.6021	1.466531207	1.889995837
1.6022	1.466531207	1.889995837
1.6023	1.466531207	1.889995837
1.6024	1.466531207	1.889995837
1.6025	1.466531207	1.889995837
1.6026	1.466531207	1.889909214
1.6027	1.466531207	1.889909214
1.6028	1.466531207	1.889909214
1.6029	1.466531207	1.889909214
1.603	1.466531207	1.889909214
1.6031	1.466531207	1.889822597
1.6032	1.466531207	1.889822597
1.6033	1.466531207	1.889822597
1.6034	1.466531207	1.889822597
1.6035	1.466531207	1.889822597
1.6036	1.466531207	1.882228106
1.6037	1.466531207	1.882228106
1.6038	1.466531207	1.882228106
1.6039	1.466531207	1.882228106
1.604	1.466531207	1.882228106
1.6041	1.466531207	1.844595282
1.6042	1.466531207	1.844595282
1.6043	1.466531207	1.844595282
1.6044	1.466531207	1.844595282
1.6045	1.466531207	1.844595282
1.6046	1.466531207	1.781876895
1.6047	1.466531207	1.781876895
1.6048	1.466531207	1.781876895
1.6049	1.466531207	1.781876895
1.605	1.466531207	1.781876895
1.6051	1.466531207	1.710075502
1.6052	1.466531207	1.710075502
1.6053	1.466531207	1.710075502
1.6054	1.466531207	1.710075502
1.6055	1.466531207	1.710075502
1.6056	1.466531207	1.63578892
1.6057	1.466531207	1.63578892
1.6058	1.466531207	1.63578892
1.6059	1.466531207	1.63578892
1.606	1.466531207	1.63578892
1.6061	1.466531207	1.549812294
1.6062	1.466531207	1.549812294
1.6063	1.466531207	1.549812294
1.6064	1.466531207	1.549812294
1.6065	1.466531207	1.549812294
1.6066	1.466531207	1.447072481
1.6067	1.466531207	1.447072481
1.6068	1.466531207	1.447072481
1.6069	1.466531207	1.447072481
1.607	1.466531207	1.447072481
1.6071	1.466531207	1.446991584
1.6072	1.466531207	1.446991584
1.6073	1.466531207	1.446991584
1.6074	1.466531207	1.446991584
1.6075	1.466531207	1.446991584
1.6076	1.466531207	1.446910617
1.6077	1.466531207	1.446910617
1.6078	1.466531207	1.446910617
1.6079	1.466531207	1.446910617
1.608	1.466531207	1.446910617
1.6081	1.466531207	1.44682973
1.6082	1.466531207	1.44682973
1.6083	1.466531207	1.44682973
1.6084	1.466531207	1.44682973
1.6085	1.466531207	1.44682973
1.6086	1.466531207	1.446749416
1.6087	1.466531207	1.446749416
1.6088	1.466531207	1.446749416
1.6089	1.466531207	1.446749416
1.609	1.466531207	1.446749416
1.6091	1.466531207	1.44668212
1.6092	1.466531207	1.44668212
1.6093	1.466531207	1.44668212
1.6094	1.466531207	1.44668212
1.6095	1.466531207	1.44668212
1.6096	1.466531207	1.446676834
1.6097	1.466531207	1.446676834
1.6098	1.466531207	1.446676834
1.6099	1.466531207	1.446676834
1.61	1.466531207	1.446676834
1.6101	1.466531207	1.446595913
1.6102	1.466531207	1.446595913
1.6103	1.466531207	1.446595913
1.6104	1.466531207	1.446595913
1.6105	1.466531207	1.446595913
1.6106	1.466531207	1.446515049
1.6107	1.466531207	1.446515049
1.6108	1.466531207	1.446515049
1.6109	1.466531207	1.446515049
1.611	1.466531207	1.446515049
1.6111	1.466531207	1.446434171
1.6112	1.466531207	1.446434171
1.6113	1.466531207	1.446434171
1.6114	1.466531207	1.446434171
1.6115	1.466531207	1.446434171
1.6116	1.466531207	1.446353316
1.6117	1.466531207	1.446353316
1.6118	1.466531207	1.446353316
1.6119	1.466531207	1.446353316
1.612	1.466531207	1.446353316
1.6121	1.466531207	1.446271898
1.6122	1.466531207	1.446271898
1.6123	1.466531207	1.446271898
1.6124	1.466531207	1.446271898
1.6125	1.466531207	1.446271898
1.6126	1.466531207	1.446190405
1.6127	1.466531207	1.446190405
1.6128	1.466531207	1.446190405
1.6129	1.466531207	1.446190405
1.613	1.466531207	1.446190405
1.6131	1.466531207	1.446040784
1.6132	1.466531207	1.446040784
1.6133	1.466531207	1.446040784
1.6134	1.466531207	1.446040784
1.6135	1.466531207	1.446040784
1.6136	1.466531207	1.445958811
1.6137	1.466531207	1.445958811
1.6138	1.466531207	1.445958811
1.6139	1.466531207	1.445958811
1.614	1.466531207	1.445958811
1.6141	1.466531207	1.445877349
1.6142	1.466531207	1.445877349
1.6143	1.466531207	1.445877349
1.6144	1.466531207	1.445877349
1.6145	1.466531207	1.445877349
1.6146	1.466531207	1.445795954
1.6147	1.466531207	1.445795954
1.6148	1.466531207	1.445795954
1.6149	1.466531207	1.445795954
1.615	1.466531207	1.445795954
1.6151	1.466531207	1.445714563
1.6152	1.466531207	1.445714563
1.6153	1.466531207	1.445714563
1.6154	1.466531207	1.445714563
1.6155	1.466531207	1.445714563
1.6156	1.466531207	1.445740531
1.6157	1.466531207	1.445740531
1.6158	1.466531207	1.445740531
1.6159	1.466531207	1.445740531
1.616	1.466531207	1.445740531
1.6161	1.466531207	1.445658583
1.6162	1.466531207	1.445658583
1.6163	1.466531207	1.445658583
1.6164	1.466531207	1.445658583
1.6165	1.466531207	1.445658583
1.6166	1.466531207	1.445576638
1.6167	1.466531207	1.445576638
1.6168	1.466531207	1.445576638
1.6169	1.466531207	1.445576638
1.617	1.466531207	1.445576638
1.6171	1.466531207	1.445495266
1.6172	1.466531207	1.445495266
1.6173	1.466531207	1.445495266
1.6174	1.466531207	1.445495266
1.6175	1.466531207	1.445495266
1.6176	1.466531207	1.445414449
1.6177	1.466531207	1.445414449
1.6178	1.466531207	1.445414449
1.6179	1.466531207	1.445414449
1.618	1.466531207	1.445414449
1.6181	1.466531207	1.445333654
1.6182	1.466531207	1.445333654
1.6183	1.466531207	1.445333654
1.6184	1.466531207	1.445333654
1.6185	1.466531207	1.445333654
1.6186	1.466531207	1.454480678
1.6187	1.466531207	1.454480678
1.6188	1.466531207	1.454480678
1.6189	1.466531207	1.454480678
1.619	1.466531207	1.454480678
1.6191	1.466531207	1.486681119
1.6192	1.466531207	1.486681119
1.6193	1.466531207	1.486681119
1.6194	1.466531207	1.486681119
1.6195	1.466531207	1.486681119
1.6196	1.466531207	1.544342917
1.6197	1.466531207	1.544342917
1.6198	1.466531207	1.544342917
1.6199	1.466531207	1.544342917
1.62	1.466531207	1.544342917
1.6201	1.466531207	1.621272382
1.6202	1.466531207	1.621272382
1.6203	1.466531207	1.621272382
1.6204	1.466531207	1.621272382
1.6205	1.466531207	1.621272382
1.6206	1.466531207	1.700140475
1.6207	1.466531207	1.700140475
1.6208	1.466531207	1.700140475
1.6209	1.466531207	1.700140475
1.621	1.466531207	1.700140475
1.6211	1.466531207	1.778551759
1.6212	1.466531207	1.778551759
1.6213	1.466531207	1.778551759
1.6214	1.466531207	1.778551759
1.6215	1.466531207	1.778551759
1.6216	1.466531207	1.868342945
1.6217	1.466531207	1.868342945
1.6218	1.466531207	1.868342945
1.6219	1.466531207	1.868342945
1.622	1.466531207	1.868342945
1.6221	1.466531207	1.868235315
1.6222	1.466531207	1.868235315
1.6223	1.466531207	1.868235315
1.6224	1.466531207	1.868235315
1.6225	1.466531207	1.868235315
1.6226	1.466531207	1.868148399
1.6227	1.466531207	1.868148399
1.6228	1.466531207	1.868148399
1.6229	1.466531207	1.868148399
1.623	1.466531207	1.868148399
1.6231	1.466531207	1.868061488
1.6232	1.466531207	1.868061488
1.6233	1.466531207	1.868061488
1.6234	1.466531207	1.868061488
1.6235	1.466531207	1.868061488
1.6236	1.466531207	1.859175789
1.6237	1.466531207	1.859175789
1.6238	1.466531207	1.859175789
1.6239	1.466531207	1.859175789
1.624	1.466531207	1.859175789
1.6241	1.466531207	1.823201363
1.6242	1.466531207	1.823201363
1.6243	1.466531207	1.823201363
1.6244	1.466531207	1.823201363
1.6245	1.466531207	1.823201363
1.6246	1.466531207	1.772635804
1.6247	1.466531207	1.772635804
1.6248	1.466531207	1.772635804
1.6249	1.466531207	1.772635804
1.625	1.466531207	1.772635804
1.6251	1.466531207	1.706629304
1.6252	1.466531207	1.706629304
1.6253	1.466531207	1.706629304
1.6254	1.466531207	1.706629304
1.6255	1.466531207	1.706629304
1.6256	1.466531207	1.616657055
1.6257	1.466531207	1.616657055
1.6258	1.466531207	1.616657055
1.6259	1.466531207	1.616657055
1.626	1.466531207	1.616657055
1.6261	1.466531207	1.527917743
1.6262	1.466531207	1.527917743
1.6263	1.466531207	1.527917743
1.6264	1.466531207	1.527917743
1.6265	1.466531207	1.527917743
1.6266	1.466531207	1.443883365
1.6267	1.466531207	1.443883365
1.6268	1.466531207	1.443883365
1.6269	1.466531207	1.443883365
1.627	1.466531207	1.443883365
1.6271	1.466531207	1.443802725
1.6272	1.466531207	1.443802725
1.6273	1.466531207	1.443802725
1.6274	1.466531207	1.443802725
1.6275	1.466531207	1.443802725
1.6276	1.466531207	1.443722107
1.6277	1.466531207	1.443722107
1.6278	1.466531207	1.443722107
1.6279	1.466531207	1.443722107
1.628	1.466531207	1.443722107
1.6281	1.466531207	1.443641493
1.6282	1.466531207	1.443641493
1.6283	1.466531207	1.443641493
1.6284	1.466531207	1.443641493
1.6285	1.466531207	1.443641493
1.6286	1.466531207	1.443560885
1.6287	1.466531207	1.443560885
1.6288	1.466531207	1.443560885
1.6289	1.466531207	1.443560885
1.629	1.466531207	1.443560885
1.6291	1.466531207	1.443480203
1.6292	1.466531207	1.443480203
1.6293	1.466531207	1.443480203
1.6294	1.466531207	1.443480203
1.6295	1.466531207	1.443480203
1.6296	1.466531207	1.443400172
1.6297	1.466531207	1.443400172
1.6298	1.466531207	1.443400172
1.6299	1.466531207	1.443400172
1.63	1.466531207	1.443400172
1.6301	1.466531207	1.443319577
1.6302	1.466531207	1.443319577
1.6303	1.466531207	1.443319577
1.6304	1.466531207	1.443319577
1.6305	1.466531207	1.443319577
1.6306	1.466531207	1.443238419
1.6307	1.466531207	1.443238419
1.6308	1.466531207	1.443238419
1.6309	1.466531207	1.443238419
1.631	1.466531207	1.443238419
1.6311	1.466531207	1.443161244
1.6312	1.466531207	1.443161244
1.6313	1.466531207	1.443161244
1.6314	1.466531207	1.443161244
1.6315	1.466531207	1.443161244
1.6316	1.466531207	1.443080095
1.6317	1.466531207	1.443080095
1.6318	1.466531207	1.443080095
1.6319	1.466531207	1.443080095
1.632	1.466531207	1.443080095
1.6321	1.466531207	1.442998854
1.6322	1.466531207	1.442998854
1.6323	1.466531207	1.442998854
1.6324	1.466531207	1.442998854
1.6325	1.466531207	1.442998854
1.6326	1.466531207	1.442918283
1.6327	1.466531207	1.442918283
1.6328	1.466531207	1.442918283
1.6329	1.466531207	1.442918283
1.633	1.466531207	1.442918283
1.6331	1.466531207	1.442837147
1.6332	1.466531207	1.442837147
1.6333	1.466531207	1.442837147
1.6334	1.466531207	1.442837147
1.6335	1.466531207	1.442837147
1.6336	1.466531207	1.442755999
1.6337	1.466531207	1.442755999
1.6338	1.466531207	1.442755999
1.6339	1.466531207	1.442755999
1.634	1.466531207	1.442755999
1.6341	1.466531207	1.442661798
1.6342	1.466531207	1.442661798
1.6343	1.466531207	1.442661798
1.6344	1.466531207	1.442661798
1.6345	1.466531207	1.442661798
1.6346	1.466531207	1.442503938
1.6347	1.466531207	1.442503938
1.6348	1.466531207	1.442503938
1.6349	1.466531207	1.442503938
1.635	1.466531207	1.442503938
1.6351	1.466531207	1.442422822
1.6352	1.466531207	1.442422822
1.6353	1.466531207	1.442422822
1.6354	1.466531207	1.442422822
1.6355	1.466531207	1.442422822
1.6356	1.466531207	1.442341177
1.6357	1.466531207	1.442341177
1.6358	1.466531207	1.442341177
1.6359	1.466531207	1.442341177
1.636	1.466531207	1.442341177
1.6361	1.466531207	1.442259913
1.6362	1.466531207	1.442259913
1.6363	1.466531207	1.442259913
1.6364	1.466531207	1.442259913
1.6365	1.466531207	1.442259913
1.6366	1.466531207	1.442178811
1.6367	1.466531207	1.442178811
1.6368	1.466531207	1.442178811
1.6369	1.466531207	1.442178811
1.637	1.466531207	1.442178811
1.6371	1.466531207	1.442098263
1.6372	1.466531207	1.442098263
1.6373	1.466531207	1.442098263
1.6374	1.466531207	1.442098263
1.6375	1.466531207	1.442098263
1.6376	1.466531207	1.442017738
1.6377	1.466531207	1.442017738
1.6378	1.466531207	1.442017738
1.6379	1.466531207	1.442017738
1.638	1.466531207	1.442017738
1.6381	1.466531207	1.441937218
1.6382	1.466531207	1.441937218
1.6383	1.466531207	1.441937218
1.6384	1.466531207	1.441937218
1.6385	1.466531207	1.441937218
1.6386	1.466531207	1.45167774
1.6387	1.466531207	1.45167774
1.6388	1.466531207	1.45167774
1.6389	1.466531207	1.45167774
1.639	1.466531207	1.45167774
1.6391	1.466531207	1.48995744
1.6392	1.466531207	1.48995744
1.6393	1.466531207	1.48995744
1.6394	1.466531207	1.48995744
1.6395	1.466531207	1.48995744
1.6396	1.466531207	1.552039127
1.6397	1.466531207	1.552039127
1.6398	1.466531207	1.552039127
1.6399	1.466531207	1.552039127
1.64	1.466531207	1.552039127
1.6401	1.466531207	1.622826752
1.6402	1.466531207	1.622826752
1.6403	1.466531207	1.622826752
1.6404	1.466531207	1.622826752
1.6405	1.466531207	1.622826752
1.6406	1.466531207	1.695245155
1.6407	1.466531207	1.695245155
1.6408	1.466531207	1.695245155
1.6409	1.466531207	1.695245155
1.641	1.466531207	1.695245155
1.6411	1.466531207	1.777428174
1.6412	1.466531207	1.777428174
1.6413	1.466531207	1.777428174
1.6414	1.466531207	1.777428174
1.6415	1.466531207	1.777428174
1.6416	1.466531207	1.878680195
1.6417	1.466531207	1.878680195
1.6418	1.466531207	1.878680195
1.6419	1.466531207	1.878680195
1.642	1.466531207	1.878680195
1.6421	1.466531207	1.878558038
1.6422	1.466531207	1.878558038
1.6423	1.466531207	1.878558038
1.6424	1.466531207	1.878558038
1.6425	1.466531207	1.878558038
1.6426	1.466531207	1.878471399
1.6427	1.466531207	1.878471399
1.6428	1.466531207	1.878471399
1.6429	1.466531207	1.878471399
1.643	1.466531207	1.878471399
1.6431	1.466531207	1.878384765
1.6432	1.466531207	1.878384765
1.6433	1.466531207	1.878384765
1.6434	1.466531207	1.878384765
1.6435	1.466531207	1.878384765
1.6436	1.466531207	1.869065059
1.6437	1.466531207	1.869065059
1.6438	1.466531207	1.869065059
1.6439	1.466531207	1.869065059
1.644	1.466531207	1.869065059
1.6441	1.466531207	1.836632255
1.6442	1.466531207	1.836632255
1.6443	1.466531207	1.836632255
1.6444	1.466531207	1.836632255
1.6445	1.466531207	1.836632255
1.6446	1.466531207	1.778666528
1.6447	1.466531207	1.778666528
1.6448	1.466531207	1.778666528
1.6449	1.466531207	1.778666528
1.645	1.466531207	1.778666528
1.6451	1.466531207	1.701356423
1.6452	1.466531207	1.701356423
1.6453	1.466531207	1.701356423
1.6454	1.466531207	1.701356423
1.6455	1.466531207	1.701356423
1.6456	1.466531207	1.622078971
1.6457	1.466531207	1.622078971
1.6458	1.466531207	1.622078971
1.6459	1.466531207	1.622078971
1.646	1.466531207	1.622078971
1.6461	1.466531207	1.54326025
1.6462	1.466531207	1.54326025
1.6463	1.466531207	1.54326025
1.6464	1.466531207	1.54326025
1.6465	1.466531207	1.54326025
1.6466	1.466531207	1.453047838
1.6467	1.466531207	1.453047838
1.6468	1.466531207	1.453047838
1.6469	1.466531207	1.453047838
1.647	1.466531207	1.453047838
1.6471	1.466531207	1.452967326
1.6472	1.466531207	1.452967326
1.6473	1.466531207	1.452967326
1.6474	1.466531207	1.452967326
1.6475	1.466531207	1.452967326
1.6476	1.466531207	1.452886985
1.6477	1.466531207	1.452886985
1.6478	1.466531207	1.452886985
1.6479	1.466531207	1.452886985
1.648	1.466531207	1.452886985
1.6481	1.466531207	1.452806081
1.6482	1.466531207	1.452806081
1.6483	1.466531207	1.452806081
1.6484	1.466531207	1.452806081
1.6485	1.466531207	1.452806081
1.6486	1.466531207	1.452725654
1.6487	1.466531207	1.452725654
1.6488	1.466531207	1.452725654
1.6489	1.466531207	1.452725654
1.649	1.466531207	1.452725654
1.6491	1.466531207	1.452645327
1.6492	1.466531207	1.452645327
1.6493	1.466531207	1.452645327
1.6494	1.466531207	1.452645327
1.6495	1.466531207	1.452645327
1.6496	1.466531207	1.452564435
1.6497	1.466531207	1.452564435
1.6498	1.466531207	1.452564435
1.6499	1.466531207	1.452564435
1.65	1.466531207	1.452564435
1.6501	1.466531207	1.452484686
1.6502	1.466531207	1.452484686
1.6503	1.466531207	1.452484686
1.6504	1.466531207	1.452484686
1.6505	1.466531207	1.452484686
1.6506	1.466531207	1.452404941
1.6507	1.466531207	1.452404941
1.6508	1.466531207	1.452404941
1.6509	1.466531207	1.452404941
1.651	1.466531207	1.452404941
1.6511	1.466531207	1.452324064
1.6512	1.466531207	1.452324064
1.6513	1.466531207	1.452324064
1.6514	1.466531207	1.452324064
1.6515	1.466531207	1.452324064
1.6516	1.466531207	1.452243192
1.6517	1.466531207	1.452243192
1.6518	1.466531207	1.452243192
1.6519	1.466531207	1.452243192
1.652	1.466531207	1.452243192
1.6521	1.466531207	1.452161678
1.6522	1.466531207	1.452161678
1.6523	1.466531207	1.452161678
1.6524	1.466531207	1.452161678
1.6525	1.466531207	1.452161678
1.6526	1.466531207	1.452080246
1.6527	1.466531207	1.452080246
1.6528	1.466531207	1.452080246
1.6529	1.466531207	1.452080246
1.653	1.466531207	1.452080246
1.6531	1.466531207	1.451999388
1.6532	1.466531207	1.451999388
1.6533	1.466531207	1.451999388
1.6534	1.466531207	1.451999388
1.6535	1.466531207	1.451999388
1.6536	1.466531207	1.451919084
1.6537	1.466531207	1.451919084
1.6538	1.466531207	1.451919084
1.6539	1.466531207	1.451919084
1.654	1.466531207	1.451919084
1.6541	1.466531207	1.451838235
1.6542	1.466531207	1.451838235
1.6543	1.466531207	1.451838235
1.6544	1.466531207	1.451838235
1.6545	1.466531207	1.451838235
1.6546	1.466531207	1.45175739
1.6547	1.466531207	1.45175739
1.6548	1.466531207	1.45175739
1.6549	1.466531207	1.45175739
1.655	1.466531207	1.45175739
1.6551	1.466531207	1.451676473
1.6552	1.466531207	1.451676473
1.6553	1.466531207	1.451676473
1.6554	1.466531207	1.451676473
1.6555	1.466531207	1.451676473
1.6556	1.466531207	1.451596206
1.6557	1.466531207	1.451596206
1.6558	1.466531207	1.451596206
1.6559	1.466531207	1.451596206
1.656	1.466531207	1.451596206
1.6561	1.466531207	1.451515375
1.6562	1.466531207	1.451515375
1.6563	1.466531207	1.451515375
1.6564	1.466531207	1.451515375
1.6565	1.466531207	1.451515375
1.6566	1.466531207	1.45143398
1.6567	1.466531207	1.45143398
1.6568	1.466531207	1.45143398
1.6569	1.466531207	1.45143398
1.657	1.466531207	1.45143398
1.6571	1.466531207	1.451353141
1.6572	1.466531207	1.451353141
1.6573	1.466531207	1.451353141
1.6574	1.466531207	1.451353141
1.6575	1.466531207	1.451353141
1.6576	1.466531207	1.451272324
1.6577	1.466531207	1.451272324
1.6578	1.466531207	1.451272324
1.6579	1.466531207	1.451272324
1.658	1.466531207	1.451272324
1.6581	1.466531207	1.451191512
1.6582	1.466531207	1.451191512
1.6583	1.466531207	1.451191512
1.6584	1.466531207	1.451191512
1.6585	1.466531207	1.451191512
1.6586	1.466531207	1.46239775
1.6587	1.466531207	1.46239775
1.6588	1.466531207	1.46239775
1.6589	1.466531207	1.46239775
1.659	1.466531207	1.46239775
1.6591	1.466531207	1.50275322
1.6592	1.466531207	1.50275322
1.6593	1.466531207	1.50275322
1.6594	1.466531207	1.50275322
1.6595	1.466531207	1.50275322
1.6596	1.466531207	1.563344867
1.6597	1.466531207	1.563344867
1.6598	1.466531207	1.563344867
1.6599	1.466531207	1.563344867
1.66	1.466531207	1.563344867
1.6601	1.466531207	1.630148792
1.6602	1.466531207	1.630148792
1.6603	1.466531207	1.630148792
1.6604	1.466531207	1.630148792
1.6605	1.466531207	1.630148792
1.6606	1.466531207	1.701626597
1.6607	1.466531207	1.701626597
1.6608	1.466531207	1.701626597
1.6609	1.466531207	1.701626597
1.661	1.466531207	1.701626597
1.6611	1.466531207	1.789435555
1.6612	1.466531207	1.789435555
1.6613	1.466531207	1.789435555
1.6614	1.466531207	1.789435555
1.6615	1.466531207	1.789435555
1.6616	1.466531207	1.885680607
1.6617	1.466531207	1.885680607
1.6618	1.466531207	1.885680607
1.6619	1.466531207	1.885680607
1.662	1.466531207	1.885680607
1.6621	1.466531207	1.885547704
1.6622	1.466531207	1.885547704
1.6623	1.466531207	1.885547704
1.6624	1.466531207	1.885547704
1.6625	1.466531207	1.885547704
1.6626	1.466531207	1.885461343
1.6627	1.466531207	1.885461343
1.6628	1.466531207	1.885461343
1.6629	1.466531207	1.885461343
1.663	1.466531207	1.885461343
1.6631	1.466531207	1.885374418
1.6632	1.466531207	1.885374418
1.6633	1.466531207	1.885374418
1.6634	1.466531207	1.885374418
1.6635	1.466531207	1.885374418
1.6636	1.466531207	1.875461544
1.6637	1.466531207	1.875461544
1.6638	1.466531207	1.875461544
1.6639	1.466531207	1.875461544
1.664	1.466531207	1.875461544
1.6641	1.466531207	1.836942224
1.6642	1.466531207	1.836942224
1.6643	1.466531207	1.836942224
1.6644	1.466531207	1.836942224
1.6645	1.466531207	1.836942224
1.6646	1.466531207	1.774536167
1.6647	1.466531207	1.774536167
1.6648	1.466531207	1.774536167
1.6649	1.466531207	1.774536167
1.665	1.466531207	1.774536167
1.6651	1.466531207	1.703373386
1.6652	1.466531207	1.703373386
1.6653	1.466531207	1.703373386
1.6654	1.466531207	1.703373386
1.6655	1.466531207	1.703373386
1.6656	1.466531207	1.630460401
1.6657	1.466531207	1.630460401
1.6658	1.466531207	1.630460401
1.6659	1.466531207	1.630460401
1.666	1.466531207	1.630460401
1.6661	1.466531207	1.547876081
1.6662	1.466531207	1.547876081
1.6663	1.466531207	1.547876081
1.6664	1.466531207	1.547876081
1.6665	1.466531207	1.547876081
1.6666	1.466531207	1.446170189
1.6667	1.466531207	1.446170189
1.6668	1.466531207	1.446170189
1.6669	1.466531207	1.446170189
1.667	1.466531207	1.446170189
1.6671	1.466531207	1.446090121
1.6672	1.466531207	1.446090121
1.6673	1.466531207	1.446090121
1.6674	1.466531207	1.446090121
1.6675	1.466531207	1.446090121
1.6676	1.466531207	1.446010057
1.6677	1.466531207	1.446010057
1.6678	1.466531207	1.446010057
1.6679	1.466531207	1.446010057
1.668	1.466531207	1.446010057
1.6681	1.466531207	1.44592943
1.6682	1.466531207	1.44592943
1.6683	1.466531207	1.44592943
1.6684	1.466531207	1.44592943
1.6685	1.466531207	1.44592943
1.6686	1.466531207	1.445914852
1.6687	1.466531207	1.445914852
1.6688	1.466531207	1.445914852
1.6689	1.466531207	1.445914852
1.669	1.466531207	1.445914852
1.6691	1.466531207	1.44583403
1.6692	1.466531207	1.44583403
1.6693	1.466531207	1.44583403
1.6694	1.466531207	1.44583403
1.6695	1.466531207	1.44583403
1.6696	1.466531207	1.445753985
1.6697	1.466531207	1.445753985
1.6698	1.466531207	1.445753985
1.6699	1.466531207	1.445753985
1.67	1.466531207	1.445753985
1.6701	1.466531207	1.445673945
1.6702	1.466531207	1.445673945
1.6703	1.466531207	1.445673945
1.6704	1.466531207	1.445673945
1.6705	1.466531207	1.445673945
1.6706	1.466531207	1.44559334
1.6707	1.466531207	1.44559334
1.6708	1.466531207	1.44559334
1.6709	1.466531207	1.44559334
1.671	1.466531207	1.44559334
1.6711	1.466531207	1.445512171
1.6712	1.466531207	1.445512171
1.6713	1.466531207	1.445512171
